date,pure_gold_24k,std_gold_22k
15/December/2015,2559.00,2393.00
16/December/2015,2558.00,2392.00
17/December/2015,2555.00,2389.00
18/December/2015,2526.00,2362.00
19/December/2015,2548.00,2382.00
20/December/2015,2548.00,2382.00
21/December/2015,2559.00,2393.00
22/December/2015,2573.00,2406.00
23/December/2015,2553.00,2387.00
24/December/2015,2553.00,2387.00
25/December/2015,2565.00,2398.00
26/December/2015,2565.00,2398.00
27/December/2015,2565.00,2398.00
28/December/2015,2556.00,2390.00
29/December/2015,2560.00,2394.00
30/December/2015,2554.00,2388.00
31/December/2015,2534.00,2369.00
01/January/2016,2538.00,2373.00
02/January/2016,2538.00,2373.00
03/January/2016,2538.00,2373.00
04/January/2016,2569.00,2402.00
05/January/2016,2586.00,2418.00
06/January/2016,2601.00,2432.00
07/January/2016,2629.00,2458.00
08/January/2016,2626.00,2455.00
09/January/2016,2635.00,2464.00
10/January/2016,2635.00,2464.00
11/January/2016,2632.00,2461.00
12/January/2016,2630.00,2459.00
13/January/2016,2593.00,2424.00
14/January/2016,2631.00,2460.00
15/January/2016,2630.00,2459.00
16/January/2016,2654.00,2481.00
17/January/2016,2654.00,2481.00
18/January/2016,2642.00,2470.00
19/January/2016,2643.00,2471.00
20/January/2016,2655.00,2482.00
21/January/2016,2676.00,2502.00
22/January/2016,2658.00,2485.00
23/January/2016,2660.00,2487.00
24/January/2016,2660.00,2487.00
25/January/2016,2678.00,2504.00
26/January/2016,2708.00,2532.00
27/January/2016,2716.00,2539.00
28/January/2016,2719.00,2542.00
29/January/2016,2698.00,2523.00
30/January/2016,2710.00,2534.00
31/January/2016,2710.00,2534.00
01/February/2016,2720.00,2543.00
02/February/2016,2735.00,2557.00
03/February/2016,2740.00,2562.00
04/February/2016,2769.00,2589.00
05/February/2016,2783.50,2603.00
06/February/2016,2813.00,2630.00
07/February/2016,2813.00,2630.00
08/February/2016,2814.50,2632.00
09/February/2016,2853.00,2668.00
10/February/2016,2837.50,2653.00
11/February/2016,2837.50,2653.00
12/February/2016,2960.50,2768.00
13/February/2016,2936.00,2745.00
14/February/2016,2936.00,2745.00
15/February/2016,2888.50,2701.00
16/February/2016,2896.50,2708.00
17/February/2016,2885.00,2697.00
18/February/2016,2918.00,2728.00
19/February/2016,2963.00,2770.00
20/February/2016,2973.00,2780.00
21/February/2016,2973.00,2780.00
22/February/2016,2928.00,2738.00
23/February/2016,2946.00,2730.00
24/February/2016,2960.00,2743.00
25/February/2016,2984.00,2765.00
26/February/2016,2974.00,2756.00
27/February/2016,2960.00,2743.00
28/February/2016,2960.00,2743.00
29/February/2016,2984.00,2765.00
01/March/2016,2976.00,2758.00
02/March/2016,2976.00,2758.00
03/March/2016,2976.00,2758.00
04/March/2016,2976.00,2758.00
05/March/2016,2976.00,2758.00
06/March/2016,2976.00,2758.00
07/March/2016,2970.00,2777.00
08/March/2016,2991.00,2797.00
09/March/2016,2991.00,2797.00
10/March/2016,2991.00,2797.00
11/March/2016,2679.00,2505.00
12/March/2016,2989.00,2795.00
13/March/2016,2989.00,2795.00
14/March/2016,2950.00,2702.00
15/March/2016,2937.00,2746.00
16/March/2016,2926.00,2736.00
17/March/2016,2926.00,2736.00
18/March/2016,2949.00,2757.00
19/March/2016,2940.00,2749.00
20/March/2016,2940.00,2749.00
21/March/2016,2914.00,2725.00
22/March/2016,2943.00,2752.00
23/March/2016,2910.00,2721.00
24/March/2016,2892.00,2704.00
25/March/2016,2896.00,2708.00
26/March/2016,2896.00,2708.00
27/March/2016,2896.00,2708.00
28/March/2016,2874.00,2687.00
29/March/2016,2875.00,2688.00
30/March/2016,2910.00,2721.00
31/March/2016,2891.00,2703.00
01/April/2016,2890.00,2702.00
02/April/2016,2877.00,2690.00
03/April/2016,2877.00,2690.00
04/April/2016,2869.00,2683.00
05/April/2016,2915.00,2726.00
06/April/2016,2910.00,2721.00
07/April/2016,2931.00,2740.00
08/April/2016,2923.00,2733.00
09/April/2016,2944.00,2753.00
10/April/2016,2944.00,2753.00
11/April/2016,2950.00,2758.00
12/April/2016,2975.00,2782.00
13/April/2016,2949.00,2757.00
14/April/2016,2963.00,2770.00
15/April/2016,2937.00,2746.00
16/April/2016,2957.00,2765.00
17/April/2016,2957.00,2765.00
18/April/2016,2960.00,2768.00
19/April/2016,2968.00,2775.00
20/April/2016,2972.00,2779.00
21/April/2016,2998.00,2803.00
22/April/2016,2980.00,2786.00
23/April/2016,2958.00,2766.00
24/April/2016,2958.00,2766.00
25/April/2016,2962.00,2769.00
26/April/2016,2959.00,2767.00
27/April/2016,2977.00,2783.00
28/April/2016,3000.00,2805.00
29/April/2016,3036.00,2839.00
30/April/2016,3069.00,2870.00
01/May/2016,3069.00,2870.00
02/May/2016,3076.00,2876.00
03/May/2016,3075.00,2875.00
04/May/2016,3048.00,2850.00
05/May/2016,3039.00,2841.00
06/May/2016,3050.00,2853.00
07/May/2016,3073.00,2873.00
08/May/2016,3073.00,2873.00
09/May/2016,3041.00,2843.00
10/May/2016,3023.00,2827.00
11/May/2016,3042.00,2844.00
12/May/2016,3025.00,2828.00
13/May/2016,3044.00,2846.00
14/May/2016,3051.00,2853.00
15/May/2016,3051.00,2853.00
16/May/2016,3051.00,2853.00
17/May/2016,3037.00,2840.00
18/May/2016,3041.00,2843.00
19/May/2016,3024.00,2827.00
20/May/2016,3030.00,2833.00
21/May/2016,3015.00,2819.00
23/May/2016,3012.00,2816.00
24/May/2016,3006.00,2811.00
25/May/2016,2946.00,2755.00
26/May/2016,2952.00,2760.00
27/May/2016,2925.00,2735.00
28/May/2016,2916.00,2726.00
29/May/2016,2916.00,2726.00
30/May/2016,2899.00,2711.00
31/May/2016,2914.00,2725.00
01/June/2016,2934.00,2743.00
02/June/2016,2923.00,2733.00
03/June/2016,2916.00,2726.00
04/June/2016,2974.00,2781.00
05/June/2016,2974.00,2781.00
06/June/2016,2968.00,2775.00
07/June/2016,2958.00,2766.00
08/June/2016,2983.00,2789.00
09/June/2016,2997.00,2802.00
10/June/2016,3014.00,2818.00
11/June/2016,3039.00,2841.00
12/June/2016,3039.00,2841.00
13/June/2016,3064.00,2865.00
14/June/2016,3060.00,2861.00
15/June/2016,3059.00,2860.00
16/June/2016,3122.00,2919.00
17/June/2016,3069.00,2870.00
18/June/2016,3087.00,2886.00
19/June/2016,3087.00,2886.00
20/June/2016,3076.00,2876.00
21/June/2016,3070.00,2870.00
22/June/2016,3035.00,2838.00
23/June/2016,3023.00,2827.00
24/June/2016,3156.00,2919.00
25/June/2016,3165.00,2928.00
27/June/2016,3180.00,2973.00
28/June/2016,3109.00,2907.00
29/June/2016,3117.50,2915.00
30/June/2016,3105.00,2903.00
01/July/2016,3129.50,2926.00
02/July/2016,3124.50,2921.00
04/July/2016,3150.50,2914.00
05/July/2016,3142.00,2938.00
06/July/2016,3183.00,2976.00
07/July/2016,3179.00,2972.00
08/July/2016,3153.50,2949.00
09/July/2016,3162.50,2957.00
10/July/2016,3162.50,2957.00
11/July/2016,3155.50,2950.00
12/July/2016,3153.00,2948.00
13/July/2016,3148.00,2943.00
14/July/2016,3133.50,2930.00
15/July/2016,3144.50,2940.00
16/July/2016,3162.50,2957.00
17/July/2016,3162.50,2957.00
18/July/2016,3140.00,2936.00
19/July/2016,3148.50,2944.00
20/July/2016,3135.00,2931.00
21/July/2016,3123.50,2920.00
22/July/2016,3129.00,2926.00
23/July/2016,3130.00,2927.00
24/July/2016,3130.00,2927.00
25/July/2016,3118.50,2916.00
26/July/2016,3143.00,2939.00
27/July/2016,3138.00,2934.00
28/July/2016,3178.50,2972.00
29/July/2016,3168.00,2962.00
30/July/2016,3214.00,3005.00
31/July/2016,3214.00,3005.00
01/August/2016,3201.00,2993.00
02/August/2016,3211.00,3002.00
03/August/2016,3229.00,3019.00
04/August/2016,3197.00,2989.00
05/August/2016,3210.00,3001.00
06/August/2016,3171.00,2965.00
07/August/2016,3171.00,2965.00
08/August/2016,3148.00,2943.00
09/August/2016,3161.00,2956.00
10/August/2016,3198.00,2990.00
11/August/2016,3189.00,2982.00
12/August/2016,3175.00,2969.00
13/August/2016,3181.00,2974.00
14/August/2016,3181.00,2974.00
15/August/2016,3181.00,2974.00
16/August/2016,3202.00,2994.00
17/August/2016,3193.00,2985.00
18/August/2016,3196.00,2988.00
19/August/2016,3203.00,2995.00
20/August/2016,3200.00,2992.00
21/August/2016,3200.00,2992.00
22/August/2016,3184.00,2977.00
23/August/2016,3191.00,2984.00
24/August/2016,3190.00,2983.00
25/August/2016,3163.00,2957.00
26/August/2016,3166.00,2960.00
27/August/2016,3164.00,2958.00
29/August/2016,3156.00,2951.00
30/August/2016,3156.00,2951.00
31/August/2016,3142.00,2938.00
01/September/2016,3120.00,2917.00
02/September/2016,3128.00,2925.00
03/September/2016,3150.00,2945.00
04/September/2016,3150.00,2945.00
05/September/2016,3150.00,2945.00
06/September/2016,3152.00,2947.00
07/September/2016,3189.00,2982.00
08/September/2016,3197.00,2989.00
09/September/2016,3175.00,2969.00
10/September/2016,3181.00,2974.00
11/September/2016,3181.00,2974.00
12/September/2016,3175.00,2969.00
13/September/2016,3164.00,2958.00
14/September/2016,3164.00,2958.00
15/September/2016,3160.00,2955.00
16/September/2016,3160.00,2955.00
17/September/2016,3146.00,2942.00
18/September/2016,3146.00,2942.00
19/September/2016,3160.00,2955.00
20/September/2016,3165.00,2959.00
21/September/2016,3168.00,2962.00
22/September/2016,3186.00,2979.00
23/September/2016,3186.00,2979.00
24/September/2016,3193.00,2985.00
25/September/2016,3193.00,2985.00
26/September/2016,3188.00,2981.00
27/September/2016,3180.00,2973.00
28/September/2016,3155.00,2950.00
29/September/2016,3172.00,2966.00
30/September/2016,3176.00,2970.00
01/October/2016,3152.00,2947.00
02/October/2016,3152.00,2947.00
03/October/2016,3143.00,2939.00
04/October/2016,3130.00,2927.00
05/October/2016,3050.00,2852.00
06/October/2016,3040.00,2842.00
07/October/2016,3027.00,2830.00
08/October/2016,3026.00,2829.00
09/October/2016,3026.00,2829.00
10/October/2016,3034.00,2837.00
11/October/2016,3035.00,2838.00
12/October/2016,3035.00,2838.00
13/October/2016,3040.00,2842.00
14/October/2016,3027.00,2830.00
15/October/2016,3021.00,2825.00
16/October/2016,3021.00,2825.00
17/October/2016,3018.00,2822.00
18/October/2016,3031.00,2834.00
19/October/2016,3034.00,2837.00
20/October/2016,3049.00,2851.00
21/October/2016,3041.00,2843.00
22/October/2016,3067.00,2868.00
23/October/2016,3046.00,2848.00
24/October/2016,3040.00,2842.00
25/October/2016,3048.00,2850.00
26/October/2016,3059.00,2860.00
27/October/2016,3054.00,2855.00
28/October/2016,3048.00,2850.00
29/October/2016,3067.00,2868.00
30/October/2016,3067.00,2868.00
31/October/2016,3065.00,2866.00
01/November/2016,3075.00,2875.00
02/November/2016,3104.00,2902.00
03/November/2016,3098.00,2897.00
04/November/2016,3112.00,2910.00
05/November/2016,3119.00,2916.00
06/November/2016,3119.00,2916.00
07/November/2016,3083.00,2883.00
08/November/2016,3078.00,2878.00
09/November/2016,3166.00,3060.00
10/November/2016,3126.00,3023.00
11/November/2016,3080.00,2960.00
12/November/2016,3059.00,2920.00
13/November/2016,3059.00,2920.00
14/November/2016,3054.00,2915.00
15/November/2016,3057.00,2898.00
16/November/2016,3034.00,2877.00
17/November/2016,3021.00,2865.00
18/November/2016,2976.00,2823.00
19/November/2016,2986.00,2832.00
20/November/2016,2986.00,2832.00
21/November/2016,2984.00,2840.00
22/November/2016,3000.00,2855.00
23/November/2016,2989.00,2845.00
24/November/2016,2945.00,2804.00
25/November/2016,2932.00,2801.00
26/November/2016,2936.00,2805.00
27/November/2016,2936.00,2805.00
28/November/2016,2954.00,2822.00
29/November/2016,2939.00,2808.00
30/November/2016,2938.00,2807.00
01/December/2016,2890.00,2762.00
02/December/2016,2892.00,2764.00
03/December/2016,2890.00,2762.00
04/December/2016,2890.00,2762.00
05/December/2016,2869.00,2713.00
06/December/2016,2869.00,2713.00
07/December/2016,2920.00,2745.00
08/December/2016,2863.00,2737.00
09/December/2016,2851.00,2726.00
10/December/2016,2836.00,2712.00
11/December/2016,2836.00,2712.00
12/December/2016,2836.00,2712.00
13/December/2016,2836.00,2712.00
14/December/2016,2836.00,2712.00
15/December/2016,2800.00,2678.00
16/December/2016,2785.00,2664.00
17/December/2016,2791.00,2670.00
18/December/2016,2791.00,2670.00
19/December/2016,2790.00,2669.00
20/December/2016,2780.00,2659.00
21/December/2016,2782.00,2661.00
22/December/2016,2767.00,2647.00
23/December/2016,2768.00,2648.00
24/December/2016,2773.00,2653.00
25/December/2016,2773.00,2653.00
26/December/2016,2771.00,2651.00
27/December/2016,2804.00,2682.00
28/December/2016,2804.00,2682.00
29/December/2016,2814.00,2691.00
30/December/2016,2830.00,2706.00
31/December/2016,2821.00,2698.00
01/January/2017,2821.00,2698.00
02/January/2017,2828.00,2704.00
03/January/2017,2828.00,2704.00
04/January/2017,2857.00,2731.00
05/January/2017,2858.00,2732.00
06/January/2017,2869.00,2743.00
07/January/2017,2872.00,2745.00
08/January/2017,2872.00,2745.00
09/January/2017,2878.00,2751.00
10/January/2017,2895.00,2767.00
11/January/2017,2914.00,2785.00
12/January/2017,2935.00,2804.00
13/January/2017,2926.00,2796.00
14/January/2017,2941.00,2810.00
15/January/2017,2941.00,2810.00
16/January/2017,2955.00,2823.00
17/January/2017,2969.00,2836.00
18/January/2017,2971.00,2838.00
19/January/2017,2951.00,2819.00
20/January/2017,2951.00,2819.00
21/January/2017,2962.00,2829.00
23/January/2017,2970.00,2822.00
24/January/2017,2974.00,2825.00
25/January/2017,2951.00,2803.00
26/January/2017,2939.00,2792.00
27/January/2017,2911.00,2765.00
28/January/2017,2934.00,2787.00
29/January/2017,2934.00,2787.00
30/January/2017,2931.00,2784.00
31/January/2017,2942.00,2795.00
01/February/2017,2957.00,2809.00
02/February/2017,2957.00,2809.00
03/February/2017,2940.00,2793.00
04/February/2017,2944.00,2797.00
05/February/2017,2944.00,2797.00
06/February/2017,2954.00,2806.00
07/February/2017,2978.00,2829.00
08/February/2017,2989.00,2840.00
09/February/2017,2984.00,2835.00
10/February/2017,2946.00,2799.00
11/February/2017,2964.00,2816.00
12/February/2017,2964.00,2816.00
13/February/2017,2959.00,2811.00
14/February/2017,2953.00,2805.00
15/February/2017,2947.00,2800.00
16/February/2017,2980.00,2831.00
17/February/2017,2990.00,2841.00
18/February/2017,2980.00,2831.00
19/February/2017,2990.00,2831.00
20/February/2017,2976.00,2827.00
21/February/2017,2967.00,2819.00
22/February/2017,2977.00,2828.00
23/February/2017,2973.00,2824.00
24/February/2017,3000.00,2850.00
25/February/2017,3014.00,2863.00
26/February/2017,3014.00,2863.00
27/February/2017,3001.00,2851.00
28/February/2017,3001.00,2851.00
01/March/2017,2994.00,2844.00
02/March/2017,2994.00,2842.00
03/March/2017,3008.00,2811.00
04/March/2017,3020.00,2822.00
05/March/2017,3020.00,2822.00
06/March/2017,3018.00,2821.00
07/March/2017,2990.00,2794.00
08/March/2017,2971.00,2777.00
09/March/2017,2952.00,2759.00
10/March/2017,2932.00,2740.00
11/March/2017,2947.00,2754.00
12/March/2017,2947.00,2754.00
13/March/2017,2948.00,2755.00
14/March/2017,2931.00,2739.00
15/March/2017,2906.00,2716.00
16/March/2017,2933.00,2741.00
17/March/2017,2937.00,2745.00
18/March/2017,2941.00,2749.00
19/March/2017,2941.00,2749.00
20/March/2017,2943.00,2750.00
21/March/2017,2934.00,2742.00
22/March/2017,2979.00,2784.00
23/March/2017,2975.00,2780.00
24/March/2017,2966.00,2772.00
25/March/2017,2967.00,2773.00
26/March/2017,2967.00,2773.00
27/March/2017,2979.00,2786.00
28/March/2017,2976.00,2781.00
29/March/2017,2963.00,2769.00
30/March/2017,2962.00,2768.00
31/March/2017,2944.00,2751.00
01/April/2017,2959.00,2765.00
02/April/2017,2959.00,2765.00
03/April/2017,2963.00,2765.00
04/April/2017,2990.00,2794.00
05/April/2017,2976.00,2781.00
06/April/2017,2975.00,2780.00
07/April/2017,2971.00,2777.00
08/April/2017,2954.00,2761.00
09/April/2017,2954.00,2761.00
10/April/2017,2956.00,2763.00
11/April/2017,2964.00,2770.00
12/April/2017,3002.00,2806.00
13/April/2017,3020.00,2822.00
14/April/2017,3029.00,2831.00
15/April/2017,3041.00,2842.00
16/April/2017,3041.00,2842.00
17/April/2017,3035.00,2836.00
18/April/2017,3027.00,2829.00
19/April/2017,3032.00,2826.00
20/April/2017,3020.00,2822.00
21/April/2017,2967.00,2826.00
22/April/2017,2980.00,2838.00
23/April/2017,2980.00,2838.00
24/April/2017,2943.00,2803.00
25/April/2017,2933.00,2793.00
26/April/2017,2919.00,2780.00
27/April/2017,2907.00,2769.00
28/April/2017,2917.00,2778.00
29/April/2017,2931.00,2791.00
30/April/2017,2931.00,2791.00
01/May/2017,2931.00,2791.00
02/May/2017,2900.00,2760.00
03/May/2017,2894.00,2756.00
04/May/2017,2858.00,2722.00
05/May/2017,2855.00,2719.00
06/May/2017,2847.00,2711.00
07/May/2017,2847.00,2711.00
08/May/2017,2843.00,2708.00
09/May/2017,2851.00,2715.00
10/May/2017,2844.00,2709.00
11/May/2017,2836.00,2701.00
12/May/2017,2839.00,2704.00
13/May/2017,2838.00,2703.00
14/May/2017,2838.00,2703.00
15/May/2017,2835.00,2700.00
16/May/2017,2841.00,2706.00
17/May/2017,2857.00,2721.00
18/May/2017,2905.00,2767.00
19/May/2017,2899.00,2761.00
20/May/2017,2899.00,2761.00
21/May/2017,2899.00,2761.00
22/May/2017,2903.00,2765.00
23/May/2017,2917.00,2778.00
24/May/2017,2903.00,2765.00
25/May/2017,2903.00,2765.00
26/May/2017,2915.00,2776.00
27/May/2017,2924.00,2785.00
28/May/2017,2924.00,2785.00
29/May/2017,2922.00,2783.00
30/May/2017,2924.00,2785.00
31/May/2017,2914.00,2775.00
01/June/2017,2923.00,2784.00
02/June/2017,2911.00,2772.00
03/June/2017,2943.00,2803.00
04/June/2017,2943.00,2803.00
05/June/2017,2951.00,2810.00
06/June/2017,2969.00,2828.00
07/June/2017,2975.00,2833.00
08/June/2017,2957.00,2816.00
09/June/2017,2934.00,2794.00
10/June/2017,2926.00,2787.00
11/June/2017,2926.00,2787.00
12/June/2017,2928.00,2789.00
13/June/2017,2913.00,2774.00
14/June/2017,2919.00,2780.00
15/June/2017,2909.00,2770.00
16/June/2017,2899.00,2761.00
17/June/2017,2900.00,2762.00
18/June/2017,2900.00,2762.00
19/June/2017,2895.00,2757.00
20/June/2017,2889.00,2751.00
21/June/2017,2895.00,2757.00
22/June/2017,2905.00,2767.00
23/June/2017,2910.00,2772.00
24/June/2017,2912.00,2773.00
25/June/2017,2912.00,2773.00
26/June/2017,2922.00,2783.00
27/June/2017,2902.00,2764.00
28/June/2017,2916.00,2777.00
29/June/2017,2907.00,2768.00
30/June/2017,2907.00,2769.00
01/July/2017,2896.00,2758.00
02/July/2017,2896.00,2758.00
03/July/2017,2882.00,2745.00
04/July/2017,2860.00,2724.00
05/July/2017,2848.00,2712.00
06/July/2017,2849.00,2713.00
07/July/2017,2839.00,2704.00
08/July/2017,2822.00,2688.00
09/July/2017,2822.00,2688.00
10/July/2017,2776.00,2644.00
11/July/2017,2754.00,2623.00
12/July/2017,2772.00,2640.00
13/July/2017,2769.00,2637.00
14/July/2017,2762.00,2630.00
15/July/2017,2777.00,2645.00
17/July/2017,2781.00,2649.00
18/July/2017,2792.00,2659.00
19/July/2017,2805.00,2672.00
20/July/2017,2817.00,2683.00
21/July/2017,2844.00,2709.00
22/July/2017,2863.00,2727.00
23/July/2017,2863.00,2727.00
24/July/2017,2864.00,2728.00
25/July/2017,2857.00,2721.00
26/July/2017,2844.00,2709.00
27/July/2017,2867.00,2730.00
28/July/2017,2859.00,2723.00
29/July/2017,2873.00,2736.00
30/July/2017,2873.00,2736.00
31/July/2017,2872.00,2735.00
01/August/2017,2873.00,2736.00
02/August/2017,2863.00,2727.00
03/August/2017,2847.00,2711.00
04/August/2017,2867.00,2730.00
05/August/2017,2848.00,2712.00
07/August/2017,2847.00,2711.00
08/August/2017,2853.00,2717.00
09/August/2017,2863.00,2727.00
10/August/2017,2944.00,2753.00
11/August/2017,2923.00,2784.00
12/August/2017,2922.00,2783.00
13/August/2017,2922.00,2783.00
14/August/2017,2907.00,2769.00
15/August/2017,2907.00,2769.00
16/August/2017,2886.00,2748.00
17/August/2017,2915.00,2776.00
18/August/2017,2935.00,2795.00
19/August/2017,2897.00,2759.00
20/August/2017,2897.00,2759.00
21/August/2017,2896.00,2758.00
22/August/2017,2911.00,2772.00
23/August/2017,2909.00,2770.00
24/August/2017,2903.00,2764.00
25/August/2017,2913.00,2774.00
26/August/2017,2913.00,2774.00
27/August/2017,2913.00,2774.00
28/August/2017,2935.00,2795.00
29/August/2017,2991.00,2849.00
30/August/2017,2964.00,2824.00
31/August/2017,2962.00,2821.00
01/September/2017,2987.00,2845.00
02/September/2017,2995.00,2852.00
03/September/2017,2995.00,2852.00
04/September/2017,3025.00,2881.00
05/September/2017,3012.00,2869.00
06/September/2017,3030.00,2886.00
07/September/2017,3023.00,2879.00
08/September/2017,3047.00,2902.00
09/September/2017,3040.00,2895.00
10/September/2017,3040.00,2895.00
11/September/2017,3018.00,2874.00
12/September/2017,3000.00,2857.00
13/September/2017,3012.00,2869.00
14/September/2017,2996.00,2853.00
15/September/2017,3005.00,2862.00
16/September/2017,2997.00,2854.00
17/September/2017,2997.00,2854.00
18/September/2017,2980.00,2838.00
19/September/2017,2975.00,2833.00
20/September/2017,2989.00,2847.00
21/September/2017,2971.00,2829.00
22/September/2017,2974.00,2832.00
23/September/2017,2973.00,2831.00
24/September/2017,2973.00,2831.00
25/September/2017,2974.00,2832.00
26/September/2017,3016.00,2872.00
27/September/2017,2996.00,2853.00
28/September/2017,2974.00,2832.00
29/September/2017,2977.00,2835.00
30/September/2017,2984.00,2842.00
01/October/2017,2984.00,2842.00
02/October/2017,2979.00,2837.00
03/October/2017,2955.00,2814.00
04/October/2017,2954.00,2813.00
05/October/2017,2949.00,2809.00
06/October/2017,2941.00,2801.00
07/October/2017,2962.00,2821.00
08/October/2017,2962.00,2821.00
09/October/2017,2972.00,2830.00
10/October/2017,2981.00,2839.00
11/October/2017,2978.00,2836.00
12/October/2017,2985.00,2843.00
13/October/2017,2976.00,2834.00
14/October/2017,3002.00,2860.00
15/October/2017,3002.00,2860.00
16/October/2017,2992.00,2850.00
17/October/2017,2972.00,2830.00
18/October/2017,2968.00,2827.00
19/October/2017,2966.00,2825.00
20/October/2017,2970.00,2829.00
21/October/2017,2971.00,2830.00
22/October/2017,2971.00,2830.00
23/October/2017,2951.00,2810.00
24/October/2017,2954.00,2813.00
25/October/2017,2946.00,2806.00
26/October/2017,2944.00,2804.00
27/October/2017,2941.00,2801.00
28/October/2017,2950.00,2810.00
29/October/2017,2950.00,2810.00
30/October/2017,2941.00,2801.00
31/October/2017,2941.00,2801.00
01/November/2017,2933.00,2793.00
02/November/2017,2930.00,2790.00
03/November/2017,2925.00,2785.00
04/November/2017,2924.00,2784.00
05/November/2017,2924.00,2784.00
06/November/2017,2919.00,2779.00
07/November/2017,2940.00,2800.00
08/November/2017,2947.00,2807.00
09/November/2017,2954.00,2813.00
10/November/2017,2961.00,2820.00
11/November/2017,2961.00,2820.00
12/November/2017,2961.00,2820.00
13/November/2017,2960.00,2819.00
14/November/2017,2953.00,2812.00
15/November/2017,2964.00,2823.00
16/November/2017,2950.00,2809.00
17/November/2017,2952.00,2812.00
18/November/2017,2978.00,2836.00
19/November/2017,2978.00,2836.00
20/November/2017,2972.00,2830.00
21/November/2017,2949.00,2809.00
22/November/2017,2950.00,2810.00
23/November/2017,2958.00,2817.00
24/November/2017,2957.00,2816.00
25/November/2017,2959.00,2819.00
26/November/2017,2959.00,2819.00
27/November/2017,2957.00,2816.00
28/November/2017,2954.00,2813.00
29/November/2017,2954.00,2813.00
30/November/2017,2937.00,2796.00
01/December/2017,2926.00,2787.00
02/December/2017,2947.00,2807.00
03/December/2017,2947.00,2807.00
04/December/2017,2917.00,2778.00
05/December/2017,2918.00,2779.00
06/December/2017,2907.00,2769.00
07/December/2017,2889.00,2751.00
08/December/2017,2864.00,2727.00
09/December/2017,2874.00,2737.00
10/December/2017,2874.00,2737.00
11/December/2017,2858.00,2722.00
12/December/2017,2855.00,2719.00
13/December/2017,2850.00,2714.00
14/December/2017,2871.00,2734.00
15/December/2017,2864.00,2728.00
16/December/2017,2874.00,2737.00
17/December/2017,2874.00,2737.00
18/December/2017,2869.00,2732.00
19/December/2017,2875.00,2738.00
20/December/2017,2877.00,2740.00
21/December/2017,2879.00,2742.00
22/December/2017,2881.00,2744.00
23/December/2017,2903.00,2765.00
24/December/2017,2903.00,2765.00
25/December/2017,2893.00,2755.00
26/December/2017,2903.00,2765.00
27/December/2017,2920.00,2781.00
28/December/2017,2935.00,2795.00
29/December/2017,2935.00,2795.00
30/December/2017,2961.00,2820.00
31/December/2017,2961.00,2820.00
01/January/2018,2948.00,2807.00
02/January/2018,2957.00,2816.00
03/January/2018,2960.00,2819.00
04/January/2018,2946.00,2806.00
05/January/2018,2959.00,2818.00
06/January/2018,2966.00,2825.00
07/January/2018,2966.00,2825.00
08/January/2018,2955.00,2814.00
09/January/2018,2962.00,2821.00
10/January/2018,2967.00,2826.00
11/January/2018,2975.00,2833.00
12/January/2018,2992.00,2850.00
13/January/2018,3012.00,2869.00
14/January/2018,3012.00,2869.00
15/January/2018,3017.00,2873.00
16/January/2018,3026.00,2882.00
17/January/2018,3023.00,2879.00
18/January/2018,3004.00,2861.00
19/January/2018,3019.00,2876.00
20/January/2018,3028.00,2884.00
21/January/2018,3028.00,2884.00
22/January/2018,3022.00,2878.00
23/January/2018,3026.00,2882.00
24/January/2018,3039.00,2895.00
25/January/2018,3068.00,2922.00
26/January/2018,3068.00,2922.00
27/January/2018,3068.00,2922.00
28/January/2018,3068.00,2922.00
29/January/2018,3040.00,2895.00
30/January/2018,3037.00,2892.00
31/January/2018,3045.00,2900.00
01/February/2018,3038.00,2893.00
02/February/2018,3064.00,2918.00
03/February/2018,3050.00,2905.00
04/February/2018,3050.00,2905.00
05/February/2018,3041.00,2896.00
06/February/2018,3057.00,2911.00
07/February/2018,3033.00,2889.00
08/February/2018,3001.00,2858.00
09/February/2018,3010.00,2866.00
10/February/2018,3023.00,2879.00
11/February/2018,3023.00,2879.00
12/February/2018,3021.00,2877.00
13/February/2018,3036.00,2891.00
14/February/2018,3033.00,2889.00
15/February/2018,3071.00,2925.00
16/February/2018,3087.00,2940.00
17/February/2018,3096.00,2949.00
18/February/2018,3096.00,2949.00
19/February/2018,3083.00,2936.00
20/February/2018,3073.00,2927.00
21/February/2018,3058.00,2912.00
22/February/2018,3054.00,2909.00
23/February/2018,3058.00,2912.00
24/February/2018,3067.00,2921.00
25/February/2018,3067.00,2921.00
26/February/2018,3073.00,2927.00
27/February/2018,3070.00,2924.00
28/February/2018,3053.00,2908.00
01/March/2018,3038.00,2893.00
02/March/2018,3049.00,2904.00
03/March/2018,3068.00,2922.00
04/March/2018,3068.00,2922.00
05/March/2018,3064.00,2918.00
06/March/2018,3054.00,2909.00
07/March/2018,3071.00,2925.00
08/March/2018,3061.00,2915.00
09/March/2018,3050.00,2905.00
10/March/2018,3066.00,2921.00
11/March/2018,3066.00,2921.00
12/March/2018,3046.00,2901.00
13/March/2018,3042.00,2897.00
14/March/2018,3054.00,2908.00
15/March/2018,3046.00,2900.00
16/March/2018,3041.00,2895.00
17/March/2018,3041.00,2895.00
18/March/2018,3041.00,2895.00
19/March/2018,3030.00,2886.00
20/March/2018,3043.00,2898.00
21/March/2018,3044.00,2899.00
22/March/2018,3069.00,2923.00
