date,pure_gold_24k,std_gold_22k
27/November/2010,2044.00,1901.00
27/November/2010,2044.00,1901.00
29/November/2010,2044.50,1901.00
29/November/2010,2047.00,1901.00
30/November/2010,2044.50,1908.00
30/November/2010,2064.00,1920.00
01/December/2010,2070.50,1926.00
02/December/2010,2063.00,1919.00
02/December/2010,2070.00,1930.00
03/December/2010,2063.00,1910.00
03/December/2010,2054.50,1911.00
04/December/2010,2076.50,1931.00
04/December/2010,2054.00,1931.00
06/December/2010,2054.50,1931.00
06/December/2010,2076.50,1931.00
07/December/2010,2080.00,1934.00
07/December/2010,2054.50,1936.00
08/December/2010,2054.50,1911.00
08/December/2010,2058.50,1914.00
09/December/2010,2055.50,1912.00
09/December/2010,2058.50,1911.00
10/December/2010,2055.50,1936.00
10/December/2010,2054.00,1910.00
11/December/2010,2046.50,1903.00
11/December/2010,2055.50,1936.00
13/December/2010,2049.50,1906.00
13/December/2010,2049.50,1906.00
14/December/2010,2066.00,1921.00
14/December/2010,2054.00,1906.00
15/December/2010,2066.00,1920.00
15/December/2010,2062.00,1918.00
16/December/2010,2053.00,1909.00
16/December/2010,2067.00,1923.00
17/December/2010,2053.00,1904.00
17/December/2010,2046.00,1903.00
18/December/2010,2049.00,1906.00
18/December/2010,2053.00,1904.00
19/December/2010,2053.00,1904.00
20/December/2010,2053.00,1906.00
20/December/2010,2055.00,1911.00
21/December/2010,2054.50,1911.00
21/December/2010,2055.00,1906.00
22/December/2010,2054.00,1906.00
22/December/2010,2049.50,1906.00
23/December/2010,2045.00,1902.00
23/December/2010,2049.00,1901.00
24/December/2010,2045.00,1902.00
24/December/2010,2045.50,1901.00
25/December/2010,2046.00,1903.00
26/December/2010,2045.00,1923.00
27/December/2010,2045.00,1903.00
27/December/2010,2045.50,1902.00
28/December/2010,2055.00,1911.00
28/December/2010,2045.00,1903.00
29/December/2010,2055.00,1913.00
29/December/2010,2072.00,1927.00
30/December/2010,2074.50,1929.00
30/December/2010,2072.00,1930.00
31/December/2010,2066.00,1921.00
01/January/2011,2074.00,1923.00
02/January/2011,2066.00,1928.00
03/January/2011,2066.00,1928.00
04/January/2011,2074.00,1936.00
05/January/2011,2047.50,"1,930.00"
06/January/2011,2048.00,1899.00
07/January/2011,2048.00,1899.00
08/January/2011,2029.00,1889.00
09/January/2011,2066.00,1928.00
10/January/2011,2066.00,1928.00
11/January/2011,2042.00,1898.00
12/January/2011,2042.00,1902.00
13/January/2011,2042.00,1898.00
14/January/2011,2043.00,1898.00
15/January/2011,2044.00,1899.00
16/January/2011,2044.00,1899.00
17/January/2011,2044.50,1890.00
18/January/2011,2030.00,1890.00
19/January/2011,2032.00,1894.00
20/January/2011,2035.00,1897.00
21/January/2011,"2,036.50","1,872.00"
22/January/2011,2036.50,1872.00
24/January/2011,2036.00,1872.00
25/January/2011,2019.50,1879.00
26/January/2011,"2,020.50","1,853.00"
27/January/2011,2015.50,1869.00
28/January/2011,2006.50,1869.00
29/January/2011,1977.50,1869.00
30/January/2011,1977.50,1869.00
31/January/2011,1977.50,1869.00
01/February/2011,2008.50,1870.00
02/February/2011,2008.50,1870.00
03/February/2011,2000.50,1864.00
04/February/2011,2004.50,1855.00
05/February/2011,2013.50,1875.00
07/February/2011,2011.50,1871.00
08/February/2011,2011.50,1871.00
09/February/2011,2013.50,1870.00
10/February/2011,2026.50,1881.00
11/February/2011,2022.50,1871.00
12/February/2011,2011.50,1898.00
13/February/2011,2036.50,1886.00
14/February/2011,2036.50,1886.00
15/February/2011,2024.50,1885.00
16/February/2011,2029.50,1887.00
17/February/2011,2046.50,1906.00
18/February/2011,2046.50,1907.00
19/February/2011,2046.50,1907.00
21/February/2011,2052.50,1916.00
22/February/2011,2065.50,1927.00
23/February/2011,2060.50,1927.00
24/February/2011,2069.50,1925.00
25/February/2011,2091.00,1907.00
26/February/2011,2091.00,1925.00
27/February/2011,2091.00,1925.00
28/February/2011,2084.00,1944.00
01/March/2011,2084.50,1940.00
02/March/2011,2086.00,1960.00
03/March/2011,2104.50,1965.00
04/March/2011,2104.50,1965.00
05/March/2011,2088.00,1942.00
06/March/2011,2088.00,1942.00
07/March/2011,2088.00,1942.00
08/March/2011,2088.00,1960.00
09/March/2011,2103.00,1960.00
10/March/2011,2100.00,1953.00
11/March/2011,2100.00,1960.00
12/March/2011,2100.00,1960.00
13/March/2011,2100.00,1960.00
14/March/2011,2097.00,1952.00
15/March/2011,2101.00,1954.00
16/March/2011,2087.00,1946.00
17/March/2011,2069.00,1925.00
18/March/2011,2069.00,1925.00
19/March/2011,2069.00,1925.00
20/March/2011,2069.00,1925.00
21/March/2011,2069.00,1943.00
22/March/2011,2100.00,1953.00
23/March/2011,2100.00,1951.00
24/March/2011,2100.00,1951.00
25/March/2011,2105.00,1949.00
26/March/2011,2104.00,1949.00
27/March/2011,2094.00,1949.00
28/March/2011,2094.00,1949.00
29/March/2011,2083.00,1940.00
30/March/2011,2073.00,1930.00
31/March/2011,2079.00,1930.00
01/April/2011,2090.00,1942.00
02/April/2011,2090.00,1942.00
03/April/2011,2090.00,1942.00
04/April/2011,2090.00,1942.00
05/April/2011,2087.00,1943.00
06/April/2011,2088.00,1942.00
07/April/2011,2105.00,1957.00
08/April/2011,2104.00,1957.00
09/April/2011,2123.50,1975.00
10/April/2011,2117.00,1975.00
11/April/2011,2117.00,1980.00
12/April/2011,2117.00,1975.00
13/April/2011,2123.00,1969.00
14/April/2011,2122.00,1969.00
15/April/2011,2122.00,1995.00
16/April/2011,2141.00,2003.00
17/April/2011,2141.00,2003.00
18/April/2011,2154.00,2003.00
19/April/2011,2153.00,2002.00
20/April/2011,2176.00,2022.00
21/April/2011,2178.00,2025.00
22/April/2011,2183.00,2037.00
23/April/2011,2183.00,2037.00
24/April/2011,2183.00,2037.00
25/April/2011,2193.00,2040.00
26/April/2011,2187.00,2034.00
27/April/2011,2194.00,2040.00
28/April/2011,2218.00,2063.00
29/April/2011,2228.00,2072.00
30/April/2011,2266.50,2108.00
01/May/2011,2194.50,2108.00
02/May/2011,2257.00,2089.00
03/May/2011,2257.00,2089.00
04/May/2011,2251.00,2094.00
05/May/2011,2240.00,2082.00
06/May/2011,2239.00,2064.000
07/May/2011,2187.00,1985.00
08/May/2011,2187.00,1985.00
09/May/2011,2206.50,2024.00
10/May/2011,2206.00,2050.00
11/May/2011,2223.00,2054.00
12/May/2011,2229.00,2055.00
13/May/2011,2229.00,2055.00
14/May/2011,2223.00,2044.00
15/May/2011,2223.00,2044.00
16/May/2011,2223.00,2044.00
17/May/2011,2211.00,2047.00
18/May/2011,2203.00,2049.00
19/May/2011,2203.00,2044.00
20/May/2011,2201.00,2044.00
21/May/2011,2211.00,2071.00
22/May/2011,2211.00,2071.00
23/May/2011,2211.00,2071.00
24/May/2011,2240.00,2091.00
25/May/2011,2251.00,2100.00
26/May/2011,2271.00,2123.00
27/May/2011,2260.00,2113.00
28/May/2011,2274.00,2126.00
30/May/2011,2268.50,2121.00
31/May/2011,2272.50,2125.00
01/June/2011,2272,2123
02/June/2011,2248,2121
03/June/2011,2255,2121
04/June/2011,2268,2114
05/June/2011,2268,2114
06/June/2011,2268,2114
07/June/2011,2263,2114
08/June/2011,2266,2114
09/June/2011,2248,2109
10/June/2011,2251,2109
11/June/2011,2262,2101
12/June/2011,2262,2101
13/June/2011,2262,2101
14/June/2011,2251,2105
15/June/2011,2243,2105
16/June/2011,2227,2088
17/June/2011,2244,2088
18/June/2011,2245,2100
19/June/2011,2245,2100
20/June/2011,2245,2100
21/June/2011,2269,2120
22/June/2011,2271,2124
23/June/2011,2273,2124
24/June/2011,2271,2123
25/June/2011,2243,2075
26/June/2011,2243,2075
27/June/2011,2243,2075
28/June/2011,2217,2077
29/June/2011,2216,2076
30/June/2011,2220,2073
01/July/2011,2220,2073
02/July/2011,2181,2030
03/July/2011,2181,2030
04/July/2011,2181,2030
05/July/2011,2175,2030
06/July/2011,2182,2038
07/July/2011,2207,2084
08/July/2011,2225,2084
09/July/2011,2228,2096
10/July/2011,2228,2096
11/July/2011,2228,2096
12/July/2011,2251,2100
13/July/2011,2265,2135
14/July/2011,2295,2157
15/July/2011,2321,2157
16/July/2011,2321,2157
17/July/2011,2321,2172
18/July/2011,2321,2172
19/July/2011,2334,2178
20/July/2011,2338,2190
21/July/2011,2312,2166
22/July/2011,2331,2182
23/July/2011,2331,2172
24/July/2011,2308,2172
25/July/2011,2308,2172
26/July/2011,2355,2195
27/July/2011,2335,2183
28/July/2011,2338,2183
29/July/2011,2334,2183
30/July/2011,2334,2184
31/July/2011,2334,2184
01/August/2011,2334,2184
02/August/2011,2334,2182
03/August/2011,2356,2250
04/August/2011,2356,2250
05/August/2011,2421,2263
06/August/2011,2424,2276
07/August/2011,2445,2276
08/August/2011,2445,2276
09/August/2011,2515,2396
10/August/2011,2525,2438
11/August/2011,2615,2438
12/August/2011,2603,2479
13/August/2011,2644,2422
14/August/2011,2644,2422
15/August/2011,2644,2422
16/August/2011,2644,2422
17/August/2011,2638,2439
18/August/2011,2664,2477
19/August/2011,2664,2498
20/August/2011,2678,2585
21/August/2011,2798,2622
22/August/2011,2798,2636
23/August/2011,2830,2636
24/August/2011,2812,2661
25/August/2011,2812,2581
26/August/2011,2598,2464
27/August/2011,2720,2542
28/August/2011,2740,2542
29/August/2011,2700,2560
30/August/2011,2700,2560
31/August/2011,2729,2519
01/September/2011,2729,2519
02/September/2011,2699,2583
03/September/2011,2781,2566
04/September/2011,2781,2566
05/September/2011,2781,2566
06/September/2011,2855,2688
07/September/2011,2846,2688
08/September/2011,2798,2596
09/September/2011,2774,2586
10/September/2011,2853,2641
11/September/2011,2853,2641
12/September/2011,2853,2641
13/September/2011,2838,2661
14/September/2011,2805,2632
15/September/2011,2838,2673
16/September/2011,2829,2562
17/September/2011,2755,2586
18/September/2011,2765,2606
19/September/2011,2765,2606
20/September/2011,2839,2617
21/September/2011,2813,2625
22/September/2011,2844,2652
24/September/2011,2797,2506
25/September/2011,2797,2506
26/September/2011,2737,2447
27/September/2011,2648,2447
28/September/2011,2685,2475
29/September/2011,2652,2470
30/September/2011,2609,2429
01/October/2011,2619,2455
02/October/2011,2619,2455
03/October/2011,2619,2455
04/October/2011,2678,2471
05/October/2011,2617.50,2447.00
06/October/2011,2645,2424
07/October/2011,2655,2494
08/October/2011,2656,2495
09/October/2011,2636,2463
10/October/2011,2636,2463
11/October/2011,2663,2512
12/October/2011,2678,2512
13/October/2011,2696,2521
14/October/2011,2691,2513
15/October/2011,2687,2502
16/October/2011,2687,2502
17/October/2011,2687,2502
18/October/2011,2697,2517
19/October/2011,2670,2512
20/October/2011,2652,2480
21/October/2011,2624,2458
22/October/2011,2653,2458
23/October/2011,2684,2510
24/October/2011,2685,2511
25/October/2011,2695,2521
26/October/2011,2690,2521
27/October/2011,2685,2519
28/October/2011,2754,2597
29/October/2011,2775,2588
30/October/2011,2767,2588
31/October/2011,2760,2580
01/November/2011,2729,2569
01/November/2011,2729,2569
02/November/2011,2748,2574
02/November/2011,2748,2574
03/November/2011,2784,2597
03/November/2011,2784,2597
04/November/2011,2803,2611
04/November/2011,2803,2611
05/November/2011,2824,2637
05/November/2011,2824,2637
06/November/2011,2815,2632
07/November/2011,2817,2630
08/November/2011,2875,2697
09/November/2011,2885,2720
10/November/2011,2908,2719
11/November/2011,2896,2706
12/November/2011,2926,2738
13/November/2011,2893,2738
14/November/2011,2890,2736
15/November/2011,2922,2742
16/November/2011,2919,2730
17/November/2011,2939,2748
18/November/2011,2876.00,2689.00
19/November/2011,2894,2708
20/November/2011,2894,2706
21/November/2011,2905,2706
22/November/2011,2910,2717
23/November/2011,2901,2719
24/November/2011,2889,2701
25/November/2011,2886,2698
26/November/2011,2866,2683
27/November/2011,2870,2683
28/November/2011,2910,2720
29/November/2011,2910,2720
30/November/2011,2908.50,2719.00
01/December/2011,2955.00,2763.00
02/December/2011,2924.00,2734.00
03/December/2011,2920.50,2731.00
05/December/2011,2927.50,2727.00
06/December/2011,2883.50,2696.00
07/December/2011,2904.50,2716.00
08/December/2011,2939.00,2748.00
09/December/2011,2916.00,2726.00
10/December/2011,2909.00,2720.00
12/December/2011,2886.00,2699.00
13/December/2011,2882.00,2695.00
14/December/2011,2873.00,2686.00
15/December/2011,2791.00,2610.00
16/December/2011,2754.00,2575.00
17/December/2011,2763.00,2583.00
19/December/2011,2762.00,2583.00
20/December/2011,2779.00,2598.00
21/December/2011,2806.50,2624.00
22/December/2011,2777.00,2596.00
23/December/2011,2778.00,2598.00
24/December/2011,2784.00,2604.00
26/December/2011,2774.00,2594.00
27/December/2011,2766.50,2587.00
28/December/2011,2764.00,2585.00
29/December/2011,2711.50,2535.00
30/December/2011,2724.00,2547.00
31/December/2011,2736.50,2559.00
02/January/2012,2738.00,2560.00
03/January/2012,2762.00,2582.00
04/January/2012,2778.50,2598.00
05/January/2012,2788.00,2607.00
06/January/2012,2805.00,2623.00
07/January/2012,2786.50,2605.00
09/January/2012,2784.50,2604.00
10/January/2012,2765.50,2586.00
11/January/2012,2776.50,2596.00
12/January/2012,2787.50,2606.00
13/January/2012,2759.50,2580.00
16/January/2012,2769.00,2589.00
17/January/2012,2791.00,2610.00
18/January/2012,2765.50,2586.00
19/January/2012,2764.50,2585.00
20/January/2012,2746.50,2568.00
21/January/2012,2765.00,2585.00
23/January/2012,2771.00,2591.00
24/January/2012,2762.00,2582.00
25/January/2012,2749.50,2571.00
26/January/2012,2749.50,2571.00
27/January/2012,2810.00,2627.00
28/January/2012,2826.00,2642.00
30/January/2012,2812.50,2630.00
31/January/2012,2838.00,2654.00
01/February/2012,2841.50,2657.00
02/February/2012,2832.00,2648.00
03/February/2012,2846.00,2661.00
04/February/2012,2776.00,2596.00
06/February/2012,2788.00,2607.00
07/February/2012,2779.00,2598.00
08/February/2012,2828.50,2645.00
09/February/2012,2822.00,2639.00
10/February/2012,2832.00,2648.00
11/February/2012,2812.00,2629.00
13/February/2012,2811.50,2629.00
14/February/2012,2791.00,2610.00
15/February/2012,2807.00,2625.00
16/February/2012,2804.00,2622.00
17/February/2012,2811.00,2628.00
18/February/2012,2815.00,2632.00
01/March/2012,2796.00,2612.00
02/March/2012,2796.00,2612.00
03/March/2012,2799.00,2616.00
04/March/2012,2800.00,2614.00
05/March/2012,2800.00,2614.00
06/March/2012,2795.00,2614.00
07/March/2012,2786.00,2605.00
08/March/2012,2795.00,2614.00
09/March/2012,2812.00,2630.00
10/March/2012,2801.00,2619.00
12/March/2012,2811.00,2628.00
13/March/2012,2811.00,2628.00
14/March/2012,2792.00,2580.00
15/March/2012,2759.00,2568.00
16/March/2012,2795.00,2613.00
17/March/2012,2795.00,2613.00
19/March/2012,2795.00,2613.00
20/March/2012,2797.00,2614.00
21/March/2012,2810.00,2629.00
22/March/2012,2820.00,2637.00
23/March/2012,2859.00,2673.00
24/March/2012,2860.00,2674.00
26/March/2012,2867.00,2681.00
27/March/2012,2861.00,2676.00
28/March/2012,2866.00,2681.00
29/March/2012,2854.00,2667.00
30/March/2012,2840.00,2652.00
31/March/2012,2840.00,2652.00
01/April/2012,2846.50,2661.00
02/April/2012,2846.50,2661.00
03/April/2012,2854.00,2668.00
04/April/2012,2814.50,2632.00
05/April/2012,2814.50,2632.00
06/April/2012,2814.50,2632.00
07/April/2012,2814.50,2632.00
09/April/2012,2832.00,2648.00
10/April/2012,2838.50,2654.00
11/April/2012,2862.50,2676.00
12/April/2012,2865.00,2679.00
13/April/2012,2865.00,2679.00
14/April/2012,2866.50,2680.00
16/April/2012,2859.00,2673.00
17/April/2012,2862.00,2676.00
18/April/2012,2858.00,2672.00
19/April/2012,2863.50,2677.00
20/April/2012,2877.00,2690.00
21/April/2012,2876.00,2689.00
23/April/2012,2883.00,2696.00
24/April/2012,2904.00,2715.00
25/April/2012,2902.00,2713.00
26/April/2012,2919.50,2730.00
27/April/2012,2927.50,2737.00
28/April/2012,2931.00,2740.00
30/April/2012,2941.00,2750.00
01/May/2012,2960.00,2750.00
02/May/2012,2960.00,2750.00
03/May/2012,2961.00,2759.00
04/May/2012,2961.00,2759.00
05/May/2012,2953.50,2762.00
06/May/2012,2953.50,2762.00
07/May/2012,2944.00,2753.00
08/May/2012,2906.00,2717.00
09/May/2012,2874.00,2687.00
10/May/2012,2864.00,2678.00
11/May/2012,2861.00,2675.00
12/May/2012,2850.00,2665.00
13/May/2012,2856.50,2671.00
14/May/2012,2855.00,2669.00
15/May/2012,2829.00,2645.00
16/May/2012,2850.00,2645.00
17/May/2012,2895.00,2710.00
18/May/2012,2898.00,2715.00
19/May/2012,2902.00,2725.00
21/May/2012,2922.00,2741.00
22/May/2012,2928.00,2748.00
24/May/2012,2938.00,2748.00
25/May/2012,2912.00,2726.00
26/May/2012,2926.00,2740.00
28/May/2012,2925.00,2738.00
29/May/2012,2940.00,2753.00
30/May/2012,2940.00,2753.00
31/May/2012,2960.50,2768.00
01/June/2012,2934.50,2744.00
02/June/2012,3038.00,2841.00
03/June/2012,3038.00,2841.00
04/June/2012,3020.00,2824.00
05/June/2012,3021.50,2825.00
06/June/2012,3034.50,2837.00
07/June/2012,3009.00,2813.00
08/June/2012,2941.50,2750.00
09/June/2012,2971.50,2778.00
11/June/2012,2982.00,2788.00
12/June/2012,2989.50,2795.00
13/June/2012,3024.00,2827.00
14/June/2012,3044.50,2847.00
15/June/2012,3040.00,2842.00
16/June/2012,3033.50,2836.00
18/June/2012,3021.00,2825.00
19/June/2012,3074.00,2874.00
20/June/2012,3044.00,2846.00
21/June/2012,3028.00,2831.00
22/June/2012,3022.50,2826.00
23/June/2012,3020.00,2824.00
25/June/2012,2997.00,2802.00
26/June/2012,3045.00,2847.00
27/June/2012,3013.50,2817.00
28/June/2012,3023.50,2827.00
29/June/2012,2965.50,2773.00
30/June/2012,2987.50,2793.00
02/July/2012,2981.00,2787.00
03/July/2012,2966.50,2774.00
04/July/2012,2959.50,2767.00
05/July/2012,2995.00,2800.00
06/July/2012,2974.00,2781.00
07/July/2012,2969.50,2776.00
09/July/2012,2974.50,2781.00
10/July/2012,2968.00,2775.00
11/July/2012,2938.00,2747.00
12/July/2012,2938.00,2747.00
13/July/2012,2936.00,2745.00
14/July/2012,2940.50,2749.00
15/July/2012,2940.50,2749.00
16/July/2012,2939.00,2748.00
17/July/2012,2951.50,2760.00
18/July/2012,2943.50,2752.00
19/July/2012,2942.00,2751.00
20/July/2012,2942.00,2751.00
21/July/2012,2942.00,2751.00
22/July/2012,2942.00,2751.00
23/July/2012,2957.50,2765.00
24/July/2012,2966.50,2774.00
25/July/2012,3005.00,2810.00
26/July/2012,3025.00,2828.00
27/July/2012,3025.50,2829.00
28/July/2012,3021.00,2825.00
30/July/2012,3020.00,2824.00
31/July/2012,3037.50,2840.00
01/August/2012,3016.00,2820.00
02/August/2012,3000.00,2805.00
03/August/2012,2997.50,2803.00
04/August/2012,3065.50,2811.00
06/August/2012,2987.50,2793.00
07/August/2012,3007.50,2812.00
08/August/2012,2982.50,2789.00
09/August/2012,2998.50,2804.00
10/August/2012,2997.50,2803.00
11/August/2012,3000.50,2805.00
13/August/2012,3026.00,2829.00
14/August/2012,3026.50,2830.00
15/August/2012,3026.50,2830.00
16/August/2012,3016.50,2820.00
17/August/2012,3027.50,2831.00
18/August/2012,3029.00,2832.00
19/August/2012,3029.00,2832.00
20/August/2012,3018.00,2822.00
21/August/2012,3033.00,2836.00
22/August/2012,3041.50,2844.00
23/August/2012,3068.50,2869.00
24/August/2012,3110.00,2908.00
25/August/2012,3113.00,2911.00
27/August/2012,3123.50,2920.00
28/August/2012,3118.50,2916.00
29/August/2012,3119.50,2917.00
30/August/2012,3103.50,2902.00
31/August/2012,3103.50,2902.00
01/September/2012,3157.50,2952.00
03/September/2012,3148.50,2944.00
04/September/2012,3163.00,2957.00
05/September/2012,3178.50,2972.00
06/September/2012,3196.00,2988.00
07/September/2012,3161.50,2956.00
08/September/2012,3232.50,3022.00
10/September/2012,3232.00,3022.00
11/September/2012,3227.00,3017.00
12/September/2012,3225.50,3013.00
13/September/2012,3225.50,3016.00
14/September/2012,3252.00,3041.00
15/September/2012,3234.00,3024.00
17/September/2012,3209.00,3000.00
18/September/2012,3198.00,2990.00
19/September/2012,3198.00,2990.00
20/September/2012,3198.00,2990.00
21/September/2012,3221.00,3012.00
22/September/2012,3185.00,2978.00
24/September/2012,3157.50,2952.00
25/September/2012,3178.00,2971.00
26/September/2012,3173.00,2967.00
27/September/2012,3147.00,2943.00
28/September/2012,3148.50,2944.00
29/September/2012,3167.00,2961.00
01/October/2012,3132.50,2929.00
02/October/2012,3132.50,2929.00
03/October/2012,3125.50,2922.00
04/October/2012,3115.00,2913.00
05/October/2012,3120.00,2917.00
06/October/2012,3108.00,2906.00
07/October/2012,3108.00,2906.00
08/October/2012,3111.00,2909.00
09/October/2012,3134.00,2930.00
10/October/2012,3143.50,2939.00
11/October/2012,3137.50,2934.00
12/October/2012,3136.50,2933.00
13/October/2012,3125.50,2922.00
15/October/2012,3112.00,2910.00
16/October/2012,3096.50,2895.00
17/October/2012,3111.50,2909.00
18/October/2012,3111.50,2909.00
19/October/2012,3142.00,2938.00
20/October/2012,3123.00,2920.00
22/October/2012,3105.50,2904.00
23/October/2012,3105.50,2904.00
24/October/2012,3094.00,2893.00
25/October/2012,3090.00,2889.00
26/October/2012,3095.50,2894.00
27/October/2012,3101.00,2899.00
29/October/2012,3106.50,2905.00
30/October/2012,3116.50,2914.00
31/October/2012,3109.50,2907.00
01/November/2012,3114.50,2912.00
02/November/2012,3088.00,2887.00
03/November/2012,3054.00,2855.00
05/November/2012,3059.00,2860.00
06/November/2012,3096.00,2895.00
07/November/2012,3143.00,2939.00
08/November/2012,3145.00,2941.50
09/November/2012,3186.00,2979.00
10/November/2012,3188.50,2981.00
12/November/2012,3190.00,2983.00
13/November/2012,3206.50,2998.00
14/November/2012,3190.00,2983.00
15/November/2012,3183.00,2976.00
16/November/2012,3163.50,2958.00
17/November/2012,3180.00,2973.00
19/November/2012,3185.00,2978.00
20/November/2012,3207.00,2999.00
21/November/2012,3201.00,2993.00
22/November/2012,3207.00,2999.00
23/November/2012,3232.00,3022.00
24/November/2012,3273.00,3060.00
26/November/2012,3281.50,3068.00
27/November/2012,3271.50,3059.00
28/November/2012,3248.00,3037.00
29/November/2012,3184.00,2977.00
30/November/2012,3168.50,2963.00
01/December/2012,3154.50,2949.00
03/December/2012,3156.00,2951.00
04/December/2012,3138.00,2934.00
05/December/2012,3127.50,2924.00
06/December/2012,3096.00,2895.00
07/December/2012,3110.00,2908.00
08/December/2012,3113.50,2911.00
10/December/2012,3127.50,2924.00
11/December/2012,3126.50,2923.00
12/December/2012,3124.00,2921.00
13/December/2012,3109.50,2907.00
14/December/2012,3102.50,2901.00
15/December/2012,3106.50,2905.00
17/December/2012,3113.50,2911.00
18/December/2012,3143.00,2939.00
19/December/2012,3076.00,2876.00
20/December/2012,3078.50,2878.00
21/December/2012,3068.50,2869.00
22/December/2012,3077.00,2877.00
24/December/2012,3073.50,2874.00
25/December/2012,3082.50,2882.00
26/December/2012,3061.00,2862.00
27/December/2012,3063.00,2864.00
28/December/2012,3070.00,2870.00
29/December/2012,3060.50,2862.00
31/December/2012,3069.00,2870.00
01/January/2013,3076.00,2876.00
02/January/2013,3096.50,2895.00
03/January/2013,3104.00,2902.00
04/January/2013,3073.00,2873.00
05/January/2013,3081.00,2881.00
06/January/2013,3081.00,2881.00
07/January/2013,3083.50,2883.00
08/January/2013,3068.50,2869.00
09/January/2013,3068.50,2869.00
10/January/2013,3056.00,2857.00
11/January/2013,3072.50,2873.00
12/January/2013,3074.50,2875.00
14/January/2013,3074.50,2875.00
15/January/2013,3077.50,2877.00
16/January/2013,3094.00,2893.00
17/January/2013,3071.50,2872.00
18/January/2013,3056.00,2857.00
19/January/2013,3055.00,2856.00
21/January/2013,3062.00,2863.00
22/January/2013,3119.00,2916.00
23/January/2013,3123.00,2920.00
24/January/2013,3096.00,2895.00
25/January/2013,3078.00,2878.00
26/January/2013,3078.00,2878.00
28/January/2013,3068.50,2869.00
29/January/2013,3062.00,2863.00
30/January/2013,3054.50,2856.00
31/January/2013,3058.00,2859.00
01/February/2013,3046.50,2848.00
02/February/2013,3043.50,2846.00
03/February/2013,3043.50,2846.00
04/February/2013,3035.00,2838.00
05/February/2013,3055.00,2856.00
06/February/2013,3041.50,2844.00
07/February/2013,3060.00,2861.00
08/February/2013,3066.50,2867.00
09/February/2013,3066.50,2867.00
11/February/2013,3063.00,2864.00
12/February/2013,3050.00,2852.00
13/February/2013,3043.00,2846.00
14/February/2013,3040.50,2843.00
15/February/2013,3026.50,2830.00
16/February/2013,3006.00,2811.00
18/February/2013,3009.00,2813.00
19/February/2013,3004.50,2809.00
20/February/2013,2984.00,2790.00
21/February/2013,2933.50,2743.00
22/February/2013,2957.00,2765.00
23/February/2013,2948.50,2757.00
25/February/2013,2944.00,2753.00
26/February/2013,2966.50,2774.00
27/February/2013,2986.00,2792.00
28/February/2013,2967.00,2774.00
01/March/2013,2953.00,2761.00
02/March/2013,2974.50,2781.00
04/March/2013,2974.00,2781.00
05/March/2013,2963.50,2771.00
06/March/2013,2960.00,2768.00
07/March/2013,2961.50,2769.00
08/March/2013,2946.00,2755.00
09/March/2013,2941.00,2750.00
11/March/2013,2942.50,2751.00
12/March/2013,2945.00,2754.00
13/March/2013,2958.00,2766.00
14/March/2013,2948.50,2757.00
15/March/2013,2955.00,2763.00
16/March/2013,2950.00,2758.00
18/March/2013,2977.00,2783.00
19/March/2013,2990.00,2796.00
20/March/2013,3005.50,2810.00
21/March/2013,2991.50,2797.00
22/March/2013,3006.00,2811.00
23/March/2013,2995.50,2801.00
25/March/2013,2980.00,2786.00
26/March/2013,2980.50,2787.00
27/March/2013,2977.00,2784.00
28/March/2013,2989.50,2795.00
29/March/2013,2969.00,2776.00
30/March/2013,2986.00,2792.00
01/April/2013,2980.00,2786.00
02/April/2013,2974.50,2781.00
03/April/2013,2923.00,2733.00
04/April/2013,2906.50,2718.00
05/April/2013,2918.50,2729.00
06/April/2013,2973.00,2780.00
08/April/2013,2951.00,2759.00
09/April/2013,2941.50,2750.00
10/April/2013,2952.00,2760.00
11/April/2013,2952.00,2760.00
12/April/2013,2905.00,2716.00
13/April/2013,2815.50,2632.00
15/April/2013,2683.00,2509.00
16/April/2013,2610.50,2441.00
17/April/2013,2593.50,2425.00
18/April/2013,2608.50,2439.00
19/April/2013,2637.00,2466.00
20/April/2013,2655.50,2483.00
22/April/2013,2696.00,2521.00
23/April/2013,2705.00,2529.00
24/April/2013,2705.00,2529.00
25/April/2013,2749.50,2571.00
26/April/2013,2773.50,2593.00
27/April/2013,2789.00,2608.00
29/April/2013,2793.50,2612.00
30/April/2013,2773.50,2593.00
02/May/2013,2730.00,2553.00
03/May/2013,2773.00,2593.00
04/May/2013,2760.50,2581.00
06/May/2013,2757.00,2578.00
07/May/2013,2741.00,2563.00
08/May/2013,2721.50,2545.00
09/May/2013,2752.00,2573.00
10/May/2013,2733.50,2556.00
11/May/2013,2739.50,2561.00
13/May/2013,2717.00,2540.00
14/May/2013,2748.00,2569.00
15/May/2013,2709.00,2533.00
16/May/2013,2658.00,2485.00
17/May/2013,2661.00,2488.00
18/May/2013,2649.50,2477.00
20/May/2013,2616.50,2446.00
21/May/2013,2658.00,2485.00
22/May/2013,2670.00,2496.00
23/May/2013,2678.00,2504.00
24/May/2013,2673.50,2500.00
25/May/2013,2676.50,2502.00
27/May/2013,2677.50,2503.00
28/May/2013,2663.00,2490.00
29/May/2013,2678.50,2504.00
30/May/2013,2712.00,2536.00
31/May/2013,2745.00,2567.00
01/June/2013,2708.50,2532.00
03/June/2013,2718.50,2542.00
04/June/2013,2729.00,2552.00
